Riesling,crystalline_style,style_bracing,bracing_freshness,freshness_acidity,acidity_supporting,supporting_lively,lively_flavors,flavors_ripe,ripe_citrus,citrus_crisp,crisp_apple,apple_asian,asian_pear,pear_broad,broad_yet,yet_focused,focused_finish,finish_wild,wi,,,,
Riesling,delicate_sp_tlese,sp_tlese_lively,lively_structure,structure_framing,framing_grapefruit,grapefruit_nectarine,nectarine_flavors,flavors_intensity,intensity_clarity,clarity_well-balanced,well-balanced_long,long_drink,drink_according,according_importer,impor,,,,,,,,
Riesling,delicate_mineral,mineral_white,white_melon,melon_lemongrass,lemongrass_character,character_full,full_body,body_pretty,pretty_fruit,fruit_clean,clean_finish,finish_delicious,delicious_trefethen,trefethen_favorite,favorite_among,among_in-the,in-the_know,kno,,,,,
Riesling,delightful_hint,hint_salted,salted_caramel,caramel_creeps,creeps_nose,nose_onto,onto_palate,palate_prum,prum_gold,gold_capsule,capsule_combined,combined_apple,apple_jelly,jelly_honey,honey_nougat,nougat_mention,mention_creamy,creamy_almost,almost_taffy-li,,,,
Riesling,different_style,style_every,every_ounce,ounce_extract,extract_residual,residual_sugar,sugar_fought,fought_fruit,fruit_turned,turned_lot,lot_opulent,opulent_real,real_ripe,ripe_exotic,exotic_notes,notes_luscious,luscious_juicy,juicy_still,still_sports,spor,,,
Riesling,fantastic_sp_tlese,sp_tlese_rich,rich_succulent,succulent_harmonious,harmonious_boasting,boasting_peach,peach_citrus,citrus_mineral,mineral_aromas,aromas_flavors,flavors_pure,pure_displayed,displayed_finesse,finesse_well-integrated,well-integrated_structu,,,,,,,,
Riesling,fragrance_meadow,meadow_flowers,flowers_citrus,citrus_fruit,fruit_tantalises,tantalises_olfactory,olfactory_perception,perception_invigoratingly,invigoratingly_fresh,fresh_without,without_lightweight,lightweight_bockstein,bockstein_combines,combines_eleme,,,,,,,,,
Riesling,fragrant_flowery,flowery_bouquet,bouquet_leads,leads_elegant,elegant_fine,fine_palate,palate_flavours,flavours_lime,lime_lemon,lemon_green,green_apple,apple_neatly,neatly_tied,tied_together,together_crisp,crisp_acidity,acidity_screwcap,screwcap_always,alw,,,,
Riesling,generic_schonborn,schonborn_fourth,fourth_non-vineyard,non-vineyard_designated,designated_counting,counting_offers,offers_something,something_piquancy,piquancy_refreshment,refreshment_characterized,characterized_trocken,trocken_version,version_pear,pear_a,,,,,,,,,
Riesling,steroids_sweet,sweet_intense,intense_features,features_dried,dried_pineapple,pineapple_peach,peach_citrus,citrus_loads,loads_mineral,mineral_aromas,aromas_flavors,flavors_impressive,impressive_bit,bit_rich,rich_category,category_delivered,delivered_best,b,,,,,
Riesling,kruger-rumpf_munsterer,munsterer_rheinberg,rheinberg_possible,possible_thanks,thanks_recently,recently_augmented,augmented_site,site_name,name_suggests,suggests_hangs,hangs_river,river_features,features_lime,lime_sorbet,sorbet_candied,candied_rind,rind_fo,,,,,,
Riesling,little_smoky,smoky_lot,lot_stony,stony_entwined,entwined_spark,spark_lime,lime_fruit,fruit_fabulous,fabulous_tension,tension_coiled,coiled_spring,spring_also,also_elegant,elegant_refined,refined_really,really_crisp,crisp_zesty,zesty_sophistication,sophist,,,,
Riesling,lot_selection,selection_achingly,achingly_dry,dry_just,just_simple,simple_lemon,lemon_juice,juice_good,good_concentration,concentration_mix,mix_mineral,mineral_rind,rind_light,light_citrus,citrus_flesh,flesh_excellent,excellent_length,length_finishing,fin,,,,
Riesling,pungent_aroma,aroma_red,red_slate,slate_followed,followed_ripe,ripe_peach,peach_orange,orange_passion,passion_fruit,fruit_flavors,flavors_rich,rich_concentrated,concentrated_white,white_succulent,succulent_balanced,balanced_bright,bright_structure,structu,,,,,
Riesling,pure_rich,rich_fragrant,fragrant_delicate,delicate_style,style_yet,yet_full,full_bodied,bodied_texture,texture_flavors,flavors_blossom,blossom_apples,apples_currants,currants_fresh,fresh_fruity,fruity_deliciously,deliciously_integrated,integrated_structur,,,,,,
Riesling,racy_style,style_concentrated,concentrated_mineral,mineral_jellied,jellied_citrus,citrus_mcintosh,mcintosh_apple,apple_flavors,flavors_bright,bright_focused,focused_light,light_smoky,smoky_notes,notes_linger,linger_fresh,fresh_finish,finish_drink,drink_ca,,,,,
Riesling,racy_style,style_flinty,flinty_notes,notes_fresh-cut,fresh-cut_apple,apple_crunchy,crunchy_peach,peach_flavors,flavors_matched,matched_slightly,slightly_viscous,viscous_salinity,salinity_lemon,lemon_zest,zest_lingers,lingers_well-structured,well-structure,,,,,,
Riesling,racy_style,style_good,good_concentration,concentration_mineral,mineral_wild,wild_plum,plum_gooseberry,gooseberry_dark,dark_currant,currant_flavors,flavors_well-defined,well-defined_notes,notes_citrus,citrus_slate,slate_extend,extend_onto,onto_fresh,fresh_,,,,,
Riesling,regal_flamboyant,flamboyant_tatomer,tatomer_kick-on,kick-on_possesses,possesses_fabulous,fabulous_aromatic,aromatic_intensity,intensity_beautifully,beautifully_layered,layered_fruit,fruit_exceptional,exceptional_overall,overall_balance,balance_grams,grams,,,,,,,,
Riesling,rich_style,style_ample,ample_minerality,minerality_ruby,ruby_grapefruit,grapefruit_lemon,lemon_curd,curd_green,green_peach,peach_flavors,flavors_granite,granite_slate,slate_notes,notes_linger,linger_firm,firm_powerful,powerful_finish,finish_drink,drink_ca,,,,
Riesling,rich_smoky,smoky_style,style_plenty,plenty_creamy,creamy_notes,notes_tangerine,tangerine_apricot,apricot_ripe,ripe_pineapple,pineapple_flavors,flavors_crisp,crisp_finish,finish_echoes,echoes_glazed,glazed_citrus,citrus_lime,lime_drink,drink__km,_km_pale,p,,,
Riesling,density_peach,peach_nectarine,nectarine_flavors,flavors_firm,firm_structure,structure_support,support_hint,hint_astringency,astringency_finish,finish_enough,enough_fruit,fruit_flesh,flesh_balance,balance_crunchy,crunchy_drink,,,,,,,,
Riesling,ripe_aroma,aroma_leads,leads_flavors,flavors_apple,apple_ripe,ripe_citrus,citrus_notes,notes_guava,guava_sage,sage_honey,honey_well-spiced,well-spiced_finish,finish_long,long_features,features_white,white_pepper,pepper_spice,spice_drink,,,,,
Riesling,ripe_style,style_richly,richly_textured,textured_flavors,flavors_peach,peach_pear,pear_dried,dried_apricot,apricot_layered,layered_vanilla,vanilla_notes,notes_creamy,creamy_accents,accents_show,show_finish,finish_according,according_federspiel,federspiel_,,,,,
Riesling,riveting_high-toned,high-toned_aromatic,aromatic_diversity,diversity_announces,announces_niederhauser,niederhauser_hermannshohle,hermannshohle_themes,themes_inform,inform_creamy,creamy_yet,yet_subtly,subtly_tannic,tannic_vibrant,vibrant_palate,palate_quin,,,,,,,,
Riesling,salty_mineral,mineral_edge,edge_white,white_keeps,keeps_focused,focused_lively,lively_acidity,acidity_helps,helps_push,push_apple,apple_lime,lime_slate,slate_flavors,flavors_lingering,lingering_conclusion,conclusion_drink,drink_dusty,dusty_crushed,crushed,,,,
Riesling,savory_delicate,delicate_style,style_well-integrated,well-integrated_passion,passion_fruit,fruit_apple,apple_compote,compote_key,key_lime,lime_pie,pie_flavors,flavors_zesty,zesty_acidity,acidity_notes,notes_chive,chive_green,green_herbs,herbs_give,give_pl,,,,
Riesling,smokehouse-like_nose,nose_saliva-inducing,saliva-inducing_cured,cured_meat,meat_notes,notes_palate,palate_selbach-oster,selbach-oster_schlossberg,schlossberg_join,join_fresh,fresh_apple,apple_honeydew,honeydew_melon,melon_luscious,luscious_persistently,pe,,,,,,,
Riesling,smokehouse-like_nose,nose_saliva-inducing,saliva-inducing_cured,cured_meat,meat_notes,notes_palate,palate_selbach-oster,selbach-oster_schlossberg,schlossberg_join,join_fresh,fresh_apple,apple_honeydew,honeydew_melon,melon_luscious,luscious_persistently,pe,,,,,,,
Riesling,superbly_rich,rich_packed,packed_white,white_fruits,fruits_aromatic,aromatic_also,also_keeping,keeping_clear,clear_line,line_acidity,acidity_freshness,freshness_power,power_depth,depth_flavor,flavor_minerality,minerality_terroir,terroir_aging,aging_screwc,,,,,
Riesling,tasty_combination,combination_ripe,ripe_apricot,apricot_lime,lime_mineral,mineral_intensity,intensity_yet,yet_vivid,vivid_structure,structure_keeps,keeps_delineated,delineated_fresh,fresh_mouthwatering,mouthwatering_mouthcoating,mouthcoating_finish,finish,,,,,,,
Riesling,truly_aromatic,aromatic_wonderful,wonderful_series,series_fruit,fruit_spice,spice_perfumes,perfumes_ripe,ripe_full,full_mouth,mouth_offering,offering_strongly,strongly_mineral,mineral_edge,edge_well,well_rich,rich_apple,apple_citrus,citrus_textured,textur,,,,
Riesling,minerally_version,version_concentrated,concentrated_acidity,acidity_flavors,flavors_grapefruit,grapefruit_green,green_apple,apple_savory,savory_herb,herb_enriched,enriched_tangerine,tangerine_shiso,shiso_leaf,leaf_notes,notes_featuring,featuring_hints,hin,,,,,,
Riesling,yeasty_smoky,smoky_prickle,prickle_well,well_effect,effect_dissolved,dissolved_causes,causes_nose,nose_wrinkle,wrinkle_glass,glass_prum,prum_behind,behind_heliotrope,heliotrope_lily-of,lily-of_the-valley,the-valley_along,along_ripe,ripe_apple,apple_pear,p,,,,
Riesling,yeasty_smoky,smoky_prickle,prickle_well,well_effect,effect_dissolved,dissolved_causes,causes_nose,nose_wrinkle,wrinkle_glass,glass_prum,prum_behind,behind_heliotrope,heliotrope_lily-of,lily-of_the-valley,the-valley_along,along_ripe,ripe_apple,apple_pear,p,,,,
Riesling,around_leistenberg,leistenberg_reductive,reductive_smoky,smoky_nose,nose_extremely,extremely_racy,racy_broad,broad_spread,spread_seductive,seductive_flavours,flavours_precise,precise_neat,neat_still,still_give,give_still,still_little,little_chewy,chewy_cl,,,,,
Riesling,alluring_scents,scents_sweet,sweet_honeysuckle,honeysuckle_musky,musky_peony,peony_smoky,smoky_black,black_tea,tea_waft,waft_glass,glass_niederhauser,niederhauser_hermannshohle,hermannshohle_follow,follow_inner-mouth,inner-mouth_display,display_richness,r,,,,,,
Riesling,also_recommended,recommended_praise,praise_vinous,vinous_pleased,pleased_explained,explained_johannes,johannes_selbach,selbach_lot,lot_work,work_fraction,fraction_normal,normal_crop,crop_told,told_retasting,retasting_earlier,earlier_matured,matured_even,e,,,,,
Riesling,although_may,may_selbach-oster,selbach-oster_picked,picked_bstill,bstill_showed,showed_yeasty,yeasty_fermentative,fermentative_overtones,overtones_initially,initially_crowded-out,crowded-out_site,site_typical,typical_heliotrope,heliotrope_honeysuckle,hone,,,,,,,,
Riesling,although_green,green_fruit,fruit_aromas,aromas_appear,appear_quite,quite_restrained,restrained_nose,nose_palate,palate_packs,packs_punch,punch_sound,sound_acidity,acidity_stony,stony_minerality,minerality_firm,firm_body,body_trocken,trocken_plenty,plenty_,,,,
Riesling,apple_cider,cider_persian,persian_melon,melon_nut,nut_oil,oil_matrix,matrix_inflected,inflected_smoky,smoky_buckwheat,buckwheat_stone,stone_characterizes,characterizes_block-picked,block-picked_pradikat-free,pradikat-free_selbach-oster,selbach-oster_schlo,,,,,,,,
Riesling,intensely_perfumed,perfumed_beautifully,beautifully_rich,rich_tense,tense_mineral,mineral_acidity,acidity_citrus,citrus_juice,juice_contrasted,contrasted_pineapple,pineapple_freshness,freshness_full,full_rounded,rounded_ripe,ripe_will,will_age,age_beautif,,,,,,
Riesling,apple_citrus,citrus_flavors,flavors_dominate,dominate_ripe,ripe_white,white_butter,butter_spice,spice_notes,notes_linger,linger_rich,rich_finish,finish_roots,roots_going,going_back,back_new,new_shows,shows_amazing,amazing_concetration,concetration_power,p,,,
Riesling,apple_blossom,blossom_lemon,lemon_zest,zest_send,send_signals,signals_delightful,delightful_freshness,freshness_fruit,fruit_delicate,delicate_acidity,acidity_fresh,fresh_living,living_easy,easy_offers,offers_hints,hints_richness,richness_ripe,ripe_peach,p,,,,
Riesling,apricot_aromas,aromas_followed,followed_ripe,ripe_fruit,fruit_flavors,flavors_giving,giving_rich,rich_texture,texture_yet,yet_retaining,retaining_clean,clean_fresh,fresh_character,character_opulence,opulence_steel,steel_rich,rich_ripe,ripe_well-spiced,wel,,,,
Riesling,aready_really,really_racy,racy_tangy,tangy_exciting,exciting_nose,nose_already,already_settle,settle_nicely,nicely_racy,racy_already,already_drink,drink_terrassen,terrassen_means,means_blend,blend_different,different_crisp,crisp_example,example_lively,liv,,,,
Riesling,aromas_flavors,flavors_slate,slate_ripe,ripe_apple,apple_kiwifruit,kiwifruit_peach,peach_linger,linger_lush,lush_aftertaste,aftertaste_hints,hints_celery,celery_salt,salt_hang,hang_finish,finish_drink,,,,,,,,
Riesling,aromas_red,red_peach,peach_lead,lead_ripe,ripe_mix,mix_white,white_fruit,fruit_flavors,flavors_bright,bright_focused,focused_juicy,juicy_loads,loads_cream,cream_spice,spice_show,show_lush,lush_finish,finish_minerally,minerally_touches,touches_solid,solid_,,
Riesling,aromas_stainless,stainless_sliced,sliced_apple,apple_hints,hints_melons,melons_lemons,lemons_spices,spices_full-bodied,full-bodied_tight,tight_lean,lean_gorgeous,gorgeous_salinity,salinity_almost,almost_white,white_pepper,pepper_character,character_triump,,,,,,
Riesling,stage_feels,feels_much,much_open,open_generous,generous_counterpart,counterpart_showing,showing_bright,bright_floral,floral_flavors,flavors_tangerine,tangerine_white,white_peach,peach_bold,bold_rounded,rounded_depth,depth_fruit,fruit_reveals,reveals_nuanc,,,,,
Riesling,balanced_juicy,juicy_vivacity,vivacity_spiced,spiced_cherry,cherry_candied,candied_apple,apple_flavors,flavors_lemon,lemon_chamomile,chamomile_notes,notes_linger,linger_firm,firm_finish,finish_revealing,revealing_shiso,shiso_leaf,leaf_accents,accents_drin,,,,,
Riesling,beautiful_aromatic,aromatic_sumptuous,sumptuous_everything,everything_right,right_places,places_dense,dense_peach,peach_apricot,apricot_slate,slate_notes,notes_tightly,tightly_wound,wound_around,around_firm,firm_structure,structure_major,major_success,suc,,,,,
Riesling,big_rich,rich_deep,deep_nose,nose_thick,thick_sweet,sweet_lime,lime_syrup,syrup_floral,floral_blossomy,blossomy_topnotes,topnotes_youthful,youthful_still,still_quite,quite_bit,bit_sulfur,sulfur_develop,develop_well,well_though,though_much,much_open,open_l,,
Riesling,black_tea,tea_brown,brown_spices,spices_sassafras,sassafras_baked,baked_apple,apple_set,set_aromatic,aromatic_theme,theme_creamy,creamy_entry,entry_quickly,quickly_shows,shows_fine,fine_teeth,teeth_citricity,citricity_setting,setting_fascinating,fascinati,,,,
Riesling,bordering_opulent,opulent_yet,yet_offset,offset_bright,bright_acidity,acidity_offers,offers_lime,lime_peach,peach_spice,spice_flavors,flavors_balanced,balanced_light-weight,light-weight_frame,frame_piquant,piquant_aftertaste,aftertaste_drink,drink__bs,_bs,,,,,
Riesling,bright_juicy,juicy_featuring,featuring_lovely,lovely_balance,balance_flavors,flavors_spiced,spiced_plum,plum_apple,apple_fruit,fruit_cantaloupe,cantaloupe_apple,apple_blossom,blossom_honey,honey_streak,streak_minerality,minerality_pushing,pushing_creamy,c,,,,,
Riesling,bright_open-knit,open-knit_notes,notes_pear,pear_green,green_melon,melon_almond,almond_lemon,lemon_zest,zest_drink,drink_cases,cases_organically,organically_comes,comes_glintzberg,glintzberg_bergbieten,bergbieten_essentially,essentially_terroir,terroir_fa,,,,,,
Riesling,bright_aromas,aromas_passion,passion_fruit,fruit_acacia,acacia_blossom,blossom_lemon,lemon_zest,zest_lively,lively_passion,passion_fruit,fruit_flavor,flavor_vibrant,vibrant_acidity,acidity_filigree,filigree_structure,structure_ice,ice_finishes,finishes_cl,,,,,
Riesling,bright_fruit,fruit_painful,painful_acidity,acidity_well,well_etched,etched_balanced,balanced_drink,drink_sourced,sourced_oberhausen,oberhausen_predominantly,predominantly_volcanic,volcanic_soils,soils_trocken,trocken_clear,clear_bright,bright_piquant,piqu,,,,,,
Riesling,bright_golden,golden_yellow,yellow_ripe,ripe_aromas,aromas_little,little_age,age_hints,hints_diesel,diesel_fuel,fuel_join,join_yellow,yellow_peach,peach_blood,blood_orange,orange_lemon,lemon_drop,drop_gin,gin_powdered,powdered_stone,stone_licorice,licoric,,
Riesling,bright_straw,straw_gold,gold_tinge,tinge_peach,peach_tea,tea_spice,spice_forward,forward_nose,nose_rich,rich_ripe,ripe_suave,suave_lovely,lovely_tropical,tropical_fruit,fruit_flavors,flavors_persist,persist_nicely,nicely_back,back_touch,touch_alcoholic,al,,
Riesling,bright_straw-green,straw-green_still,still_start,start_will,will_long,long_journey,journey_skirts,skirts_still,still_wrapped,wrapped_around,around_ankles,ankles_lime,lime_granny,granny_apple,apple_blossom,blossom_aromas,aromas_palate,palate_extreme,extrem,,,,
Riesling,bright_straw-green,straw-green_good,good_will,will_handsomely,handsomely_repay,repay_cellaring,cellaring_needs,needs_five-plus,five-plus_convinced,convinced_high,high_natural,natural_acidity,acidity_low,low_ph,ph_best,best_left,left_alone,alone_witness,wi,,,,
Riesling,bright_straw-yellow,straw-yellow_colour,colour_light,light_golden,golden_hues,hues_lighter,lighter_edged,edged_elegant,elegant_softly,softly_concentrated,concentrated_nose,nose_aromas,aromas_mineral-infused,mineral-infused_lime,lime_lemon,lemon_fruit,frui,,,,,,
Riesling,bright_straw,straw_aromas,aromas_lime,lime_pear,pear_jasmine,jasmine_fresh,fresh_entry,entry_fatter,fatter_plumper,plumper_middle,middle_nicely,nicely_aromatic,aromatic_much,much_style,style_lemony,lemony_finish,finish_clean,clean_persistent,,,,,
Riesling,bright_straw,straw_delicate,delicate_spice,spice_mineral,mineral_notes,notes_complement,complement_ripe,ripe_golden,golden_delicious,delicious_apple,apple_apricot,apricot_aromas,aromas_bright,bright_fresh,fresh_focused,focused_sweet,sweet_spicy,spicy_frui,,,,,
Riesling,bright_straw,straw_displays,displays_nervy,nervy_mineral-laced,mineral-laced_citrus,citrus_fruit,fruit_floral,floral_scents,scents_plus,plus_building,building_note,note_quinine,quinine_dry,dry_steely,steely_palate,palate_offering,offering_tangy,tangy_grap,,,,,
Riesling,bright_straw,straw_fresh,fresh_melon,melon_peach,peach_aromas,aromas_given,given_bright,bright_edge,edge_notes,notes_white,white_pepper,pepper_ginger,ginger_touch,touch_adds,adds_spritzy,spritzy_cut,cut_pleasing,pleasing_bitterness,bitterness_juicy,juicy_,,,
Riesling,bright_straw,straw_lively,lively_aromas,aromas_nectarine,nectarine_lime,lime_honeysuckle,honeysuckle_ginger,ginger_fresh,fresh_nervy,nervy_palate,palate_silky,silky_texture,texture_delicate,delicate_citrus,citrus_pit,pit_fruit,fruit_flavors,flavors_finish,,,,,
Riesling,bright_pale,pale_gold,gold_steely,steely_mineral-driven,mineral-driven_citrus,citrus_orchard,orchard_fruit,fruit_aromas,aromas_hints,hints_fresh,fresh_herbs,herbs_green,green_tea,tea_light,light_weight,weight_also,also_impressively,impressively_concentrat,,,,,
Riesling,bright_pale,pale_straw-yellow,straw-yellow_colour,colour_light,light_rim,rim_refined,refined_softly,softly_full,full_nose,nose_concentrated,concentrated_aromas,aromas_lifted,lifted_yellow,yellow_florals,florals_citrus,citrus_fruits,fruits_interwoven,inter,,,,,
Riesling,bright_pale,pale_straw,straw_colour,colour_slight,slight_green,green_hues,hues_near,near_colourless,colourless_edge,edge_nose,nose_elegant,elegant_refined,refined_tightly,tightly_bound,bound_pure,pure_pristine,pristine_aromas,aromas_delicate,delicate_lime,,,,
Riesling,brilliant_straw-yellow,straw-yellow_colour,colour_lemon-gold,lemon-gold_hues,hues_nose,nose_full,full_lively,lively_bright,bright_fruit,fruit_aromas,aromas_jasmine,jasmine_exotic,exotic_yellow,yellow_florals,florals_honeysuckle,honeysuckle_along,along_lay,,,,,,
Riesling,brilliant_pale,pale_straw-yellow,straw-yellow_colour,colour_green,green_hues,hues_depth,depth_bouquet,bouquet_complete,complete_waves,waves_exotic,exotic_florals,florals_tropical,tropical_fruits,fruits_citrus,citrus_zest,zest_honeysuckle,honeysuckle_aroma,,,,,,
Riesling,brundlmayer_kamptaler,kamptaler_terrassen,terrassen_pungently,pungently_scented,scented_piquantly,piquantly_flavored,flavored_lime,lime_zest,zest_roux,roux_green,green_apple,apple_strong,strong_sense,sense_salinity,salinity_helping,helping_serve,serve_mou,,,,,,
Riesling,time_came,came_tasting,tasting_selbach-oster,selbach-oster_halbtrocken,halbtrocken_latest,latest_installment,installment_long,long_among,among_personal,personal_at-home,at-home_favorites,favorites_concern,concern_mineral,mineral_elements,elements_might,mi,,,,,,,
Riesling,candied_stones,stones_liquid,liquid_minerals,minerals_intermingled,intermingled_honeysuckle,honeysuckle_blossoms,blossoms_aromatics,aromatics_brauneberger,brauneberger_juffer,juffer_stunner,stunner_elegant,elegant_beyond,beyond_words,words_powerful,powerf,,,,,,,,
Riesling,christoffel_urziger,urziger_wurzgarten,wurzgarten_delicate,delicate_nose,nose_revealing,revealing_primarily,primarily_floral,floral_perfume,perfume_notes,notes_palate,palate_however,however_every,every_bit,bit_rich,rich_erdener,erdener_treppchen,treppchen,,,,,,
Riesling,clarity_succulence,succulence_mark,mark_rich,rich_peach,peach_spice,spice_mineral,mineral_aromas,aromas_flavors,flavors_well-integrated,well-integrated_structure,structure_texture,texture_expands,expands_nicely,nicely_finish,finish_drink,drink_cases,cases,,,,,,
Riesling,class_finesse,finesse_starts,starts_rich,rich_fine,fine_snappy,snappy_acidity,acidity_intensifying,intensifying_apricot,apricot_apple,apple_citrus,citrus_flavors,flavors_delicate,delicate_frame,frame_beautiful,beautiful_purity,purity_length,length_drink,d,,,,,
Riesling,complex_rich,rich_mouthfilling,mouthfilling_array,array_peach,peach_ripe,ripe_apple,apple_apricot,apricot_white,white_chocolate,chocolate_flavors,flavors_notes,notes_anise,anise_smoke,smoke_viscous,viscous_long,long_cream,cream_spice-filled,spice-filled_f,,,,,
Riesling,creamy_piquant,piquant_light-bodied,light-bodied_exudes,exudes_vanilla,vanilla_pastry,pastry_grapefruit,grapefruit_mineral,mineral_flavors,flavors_pirouette,pirouette_delicately,delicately_ending,ending_lingering,lingering_aftertaste,aftertaste_herbs,herb,,,,,,,,
Riesling,creamy_rich,rich_orange,orange_vanilla,vanilla_lime,lime_notes,notes_mingling,mingling_juicy,juicy_structure,structure_tails,tails_little,little_finish,finish_flavors,flavors_seductive,seductive_open,open_nicely,nicely_time,time_according,according_import,,,,,
Riesling,crisp_zesty,zesty_concentrated,concentrated_peach,peach_apple,apple_grapefruit,grapefruit_flavors,flavors_supported,supported_plenty,plenty_fresh,fresh_acidity,acidity_lemon,lemon_meringue,meringue_nutmeg,nutmeg_notes,notes_chime,chime_finish,finish_drink,,,,,,
Riesling,crushed_mineral,mineral_waxy,waxy_notes,notes_accent,accent_intense,intense_tangerine,tangerine_quince,quince_flavors,flavors_juicy,juicy_off-dry,off-dry_robust,robust_palate,palate_yet,yet_elegant,elegant_rippling,rippling_herbal,herbal_flair,flair_witho,,,,,
Riesling,crushed_stone,stone_smoke,smoke_mingle,mingle_luscious,luscious_stonefruit,stonefruit_crisp,crisp_green,green_herb,herb_multifaceted,multifaceted_sip,sip_reveals,reveals_different,different_dimension,dimension_fruit,fruit_earth,earth_flora,flora_backdrop,,,,,,
Riesling,decadently_rich,rich_lacy,lacy_airy,airy_texture,texture_elegant,elegant_flavors,flavors_currant,currant_chive,chive_hints,hints_mango,mango_meyer,meyer_lemon,lemon_accents,accents_fold,fold_luscious,luscious_finish,finish_white,white_cherry,cherry_featur,,,,
Riesling,deep_intense,intense_smoky,smoky_mineral,mineral_aromas,aromas_intermingled,intermingled_talcum,talcum_powder,powder_poached,poached_pears,pears_aromatic,aromatic_profile,profile_armed,armed_richness,richness_generally,generally_associated,associated_high,,,,,,,
Riesling,delicate_aromas,aromas_pear,pear_honeysuckle,honeysuckle_pine,pine_nut,nut_refined,refined_ripe,ripe_pineapple,pineapple_fruit,fruit_elegant,elegant_minerality,minerality_providing,providing_shape,shape_well-balanced,well-balanced_long,long_animated,anima,,,,,,
Riesling,delicate_yet,yet_penetrating,penetrating_like,like_laser,laser_beam,beam_showing,showing_floral,floral_passion,passion_fruit,fruit_red,red_berry,berry_notes,notes_etched,etched_onto,onto_vivid,vivid_structure,structure_well-proportioned,well-proportioned_,,,,,
Riesling,delicately_scented,scented_floral,floral_notes,notes_nose,nose_rose,rose_petal,petal_honeysuckle,honeysuckle_lime,lime_mineral,mineral_flavours,flavours_potential,potential_develop,develop_greater,greater_complexity,complexity_age,age_like,like_balance,ba,,,,,
Riesling,despite_distinctive,distinctive_aromas,aromas_peaches,peaches_yellow,yellow_fruit,fruit_fragrance,fragrance_sp_tlese,sp_tlese_tastefully,tastefully_seductive,seductive_rather,rather_overwhelming,overwhelming_palate,palate_brauneberger,brauneberger_takes,t,,,,,,,,
Riesling,dusty_rocky,rocky_citrus,citrus_ripe,ripe_lemon,lemon_grapefruit,grapefruit_palate,palate_sweetness,sweetness_really,really_highlights,highlights_intensity,intensity_citru,citru_primary,primary_much,much_come,,,,,,,,,
Riesling,elegant_showing,showing_restrained,restrained_sense,sense_power,power_aromas,aromas_savory,savory_spice,spice_fennel,fennel_flavors,flavors_apple,apple_green,green_peach,peach_asian,asian_pear,pear_mineral,mineral_notes,notes_linger,linger_crisp,crisp_fin,,,,
Riesling,elusive_flavors,flavors_passion,passion_fruit,fruit_orange,orange_mineral,mineral_grace,grace_rich,rich_yet,yet_bracingly,bracingly_taut,taut_acidity,acidity_sweeps,sweeps_finish,finish_leaving,leaving_lengthy,lengthy_haunting,haunting_impression,impressi,,,,,
Riesling,enhanced_levity,levity_oberhauser,oberhauser_leistenberg,leistenberg_even,even_compared,compared_corresponding,corresponding_krotenpfuhl,krotenpfuhl_may,may_well,well_effect,effect_literally,literally_slate,slate_underpinnings,underpinnings_event,event_di,,,,,,,,
Riesling,enticing_aromas,aromas_white,white_peach,peach_cinnamon,cinnamon_lemon,lemon_oil,oil_subtly,subtly_creamy,creamy_sweet,sweet_berry,berry_fruit,fruit_flavors,flavors_palate,palate_supported,supported_animated,animated_minerality,minerality_provides,provide,,,,,
Riesling,exhibiting_much,much_buoyancy,buoyancy_refreshment,refreshment_current,current_crop,crop_spatlesen,spatlesen_schaefers,schaefers_domprobst,domprobst_resembles,resembles_hypothetical,hypothetical_ethereal,ethereal_normandy,normandy_sydre,sydre_laced,laced_,,,,,,,,
Riesling,exotic_lively,lively_wild,wild_stuff,stuff_top,top_notes,notes_lime,lime_zest,zest_orchids,orchids_reason,reason_purple,purple_mind,mind_underlined,underlined_earthy,earthy_ginger-root,ginger-root_spice,spice_warmth,warmth_breadth,breadth_makes,makes_feel,,,,
Riesling,explosive_intensity,intensity_aromas,aromas_vivid,vivid_flavors,flavors_apricot,apricot_pear,pear_black,black_currant,currant_slate,slate_mark,mark_delicate,delicate_young,young_finesse,finesse_spare,spare_great,great_expression,expression_grape,grape_sit,,,,,
Riesling,extreme_value,value_sweet,sweet_peaches,peaches_firm,firm_acidity,acidity_balanced,balanced_just,just_touch,touch_sweetness,sweetness_will,will_leave,leave_palate,palate_satisfied,satisfied_refreshed,refreshed_delicious,delicious_versatile,versatile_pair,,,,,,
Riesling,fairly_pale,pale_gold-tinged,gold-tinged_color,color_captivating,captivating_aromas,aromas_lemon,lemon_custard,custard_quince,quince_brown,brown_spices,spices_smoke,smoke_wet,wet_stone,stone_highly,highly_concentrated,concentrated_dry,dry_side,side_powerf,,,,,
Riesling,features_mouthfilling,mouthfilling_lusciousness,lusciousness_concentrated,concentrated_notes,notes_tarragon,tarragon_cream,cream_dried,dried_pear,pear_quince,quince_baked,baked_apple,apple_flavors,flavors_glazed,glazed_apricot,apricot_savory,savory_spice,,,,,,,
Riesling,features_intense,intense_savory,savory_aroma,aroma_racy,racy_flavors,flavors_slate,slate_sea,sea_salt,salt_white,white_pepper,pepper_accented,accented_green,green_apple,apple_white,white_cherry,cherry_notes,notes_airy,airy_light,light_vibrant,vibrant_fini,,,
